Date,Mkt-RF,SMB,HML,RF
20010302,-0.55,0.64,0.97,0.02
20010305,0.28,-0.77,0.21,0.02
20010306,1.48,-0.01,-1.22,0.02
20010307,0.24,-0.17,0.11,0.02
20010308,-0.08,0.01,1.05,0.02
20010309,-1.64,0.71,1.77,0.02
20010312,-3.5,0.94,2.12,0.02
20010313,-0.33,-0.86,-0.62,0.02
20010314,-2.28,0.34,0.47,0.02
20010315,0.23,-1.01,0.3,0.02
20010316,-1.67,0.54,0.54,0.02
20010319,0.85,-0.43,0,0.02
20010320,-0.53,0.65,0.46,0.02
20010321,-1.39,-0.29,0.86,0.02
20010322,-1.83,0.2,-1,0.02
20010323,1.99,-0.31,-1.06,0.02
20010326,2.27,-0.71,0.27,0.02
20010327,1.63,-1.06,-0.47,0.02
20010328,-1.84,0.72,1.11,0.02
20010329,-1.1,0.06,1.16,0.02
20010330,0.25,0.04,0.18,0.02
20010402,-1.02,-0.35,1.15,0.02
20010403,-1.88,0.81,2.21,0.02
20010404,0.13,-0.59,0.62,0.02
20010405,3.16,-0.62,-2.36,0.02
20010406,-0.9,0.61,0.29,0.02
20010409,0.12,-0.45,0.66,0.02
20010410,1.76,-0.66,-0.96,0.02
20010411,0.31,-0.01,-0.78,0.02
20010412,1.19,-0.01,-0.95,0.02
20010413,-0.21,0.01,0.02,0.02
20010416,-0.32,0.02,0.75,0.02
20010417,0.2,-0.14,0.2,0.02
20010418,3.37,-1.2,-2.96,0.02
20010419,1.57,0.17,-1.67,0.02
20010420,-0.78,0.47,-0.05,0.02
20010423,-1.19,0.54,1.29,0.02
20010424,-0.68,0.75,0.85,0.02
20010425,1.03,0.09,-0.53,0.02
20010426,0.66,0.18,0.23,0.02
20010427,0.77,-0.61,-0.58,0.02
20010430,0.27,0.3,-0.63,0.02
20010501,1.3,0.03,-0.87,0.01
20010502,0.32,0.55,-1.36,0.01
20010503,-1.43,0.7,0.9,0.01
20010504,0.96,-0.48,-0.06,0.01
20010507,0.08,-0.02,-0.37,0.01
20010508,-0.45,0.37,-0.2,0.01
20010509,-0.6,0.17,0.82,0.01
20010510,0.16,-0.14,0.48,0.01
20010511,-0.75,0.31,0.54,0.01
20010514,-0.6,0.09,0.55,0.01
20010515,0.62,-0.21,0.36,0.01
20010516,1.44,-0.92,-0.33,0.01
20010517,0.89,0.39,-0.54,0.01
20010518,0.16,0.09,-0.01,0.01
20010521,1.17,-0.1,-1.11,0.01
20010522,-0.27,0.18,-0.1,0.01
20010523,-1.18,0.43,0.86,0.01
20010524,0.17,0.06,-0.2,0.01
20010525,-0.68,0.86,0.23,0.01
20010528,-0.12,-0.12,0.14,0.01
20010529,-0.69,-0.04,1.06,0.01
20010530,-1.52,0.27,1.48,0.01
20010531,-0.01,-0.37,0.41,0.01
20010601,0.31,0.24,-0.3,0.01
20010604,0.39,0.03,0.13,0.01
20010605,1.14,-0.33,-0.66,0.01
20010606,-0.89,0.31,0.08,0.01
20010607,0.45,0.02,-0.55,0.01
20010608,-0.63,0.41,0.59,0.01
20010611,-1.2,0.21,0.93,0.01
20010612,-0.49,0.02,0.57,0.01
20010613,-0.32,0.56,0.32,0.01
20010614,-1.14,0.22,0.62,0.01
20010615,-0.79,-0.06,0.63,0.01
20010618,-0.66,-0.19,0.81,0.01
20010619,-0.03,-0.52,0.16,0.01
20010620,0.31,-0.52,-0.05,0.01
20010621,0.73,-0.35,-0.27,0.01
20010622,-0.2,-0.02,0.32,0.01
20010625,-0.31,0.2,0.2,0.01
20010626,-0.26,0.61,0.58,0.01
20010627,-0.37,0.49,0.01,0.01
20010628,0.36,-0.67,-0.36,0.01
20010629,0.86,1,-0.14,0.01
20010702,0.47,-2.01,0.39,0.01
20010703,-0.35,0.04,0.29,0.01
20010704,-0.4,-0.1,0.32,0.01
20010705,-1.34,0.06,0.95,0.01
20010706,-1.7,0.5,0.91,0.01
20010709,0.2,-0.61,0.02,0.01
20010710,-0.65,0.27,0.66,0.01
20010711,-0.53,-0.18,0.28,0.01
20010712,1.74,-0.2,-0.84,0.01
20010713,0.31,-0.35,-0.03,0.01
20010716,-0.94,0.09,0.45,0.01
20010717,0.4,-0.05,-0.18,0.01
20010718,-0.34,0.17,0.07,0.01
20010719,0.56,-0.07,-0.6,0.01
20010720,-0.39,0.26,0.25,0.01
20010723,-1.26,0.18,0.32,0.01
20010724,-0.96,0.39,0.1,0.01
20010725,0.73,-0.42,-0.12,0.01
20010726,0.7,-0.23,0.02,0.01
20010727,0.55,-0.26,-0.01,0.01
20010730,-0.16,-0.52,0.08,0.01
20010731,0.82,-0.37,-0.25,0.01
20010801,0.81,0.33,-0.22,0.01
20010802,0.62,0.17,-0.13,0.01
20010803,-0.6,0.14,0.27,0.01
20010806,-0.77,-0.1,0.52,0.01
20010807,0.05,-0.44,0.14,0.01
20010808,-1.23,0.44,0.49,0.01
20010809,-0.32,0.33,0.23,0.01
20010810,0.03,-0.07,0.14,0.01
20010813,0.1,-0.1,-0.19,0.01
20010814,0.78,0.19,-0.05,0.01
20010815,-0.03,0.64,0.51,0.01
20010816,-0.56,0.02,0.43,0.01
20010817,-1.1,0.75,0.45,0.01
20010820,-0.03,-0.61,0.09,0.01
20010821,-0.08,-0.03,0.61,0.01
20010822,0.19,-0.15,-0.07,0.01
20010823,-0.22,-0.02,0.16,0.01
20010824,1.31,-0.63,-0.71,0.01
20010827,-0.12,0.19,-0.21,0.01
20010828,-1.1,0.54,0.72,0.01
20010829,-0.96,0.33,0.09,0.01
20010830,-1.22,0.71,0.47,0.01
20010831,-0.01,-0.5,0.4,0.01
20010903,-0.8,-0.22,0.11,0.01
20010904,-0.08,-0.98,0.51,0.01
20010905,-0.85,-0.36,0.23,0.01
20010906,-1.57,0.62,0.72,0.01
20010907,-1.4,0.75,-0.17,0.01
20010910,-0.8,-1.35,0.01,0.01
20010911,-1.11,0.88,0.07,0.01
20010912,-0.86,-1.72,-0.23,0.01
20010913,0.57,-0.19,0.26,0.01
20010914,-0.67,0.66,0.28,0.01
20010917,-2.84,-0.68,-0.23,0.01
20010918,-0.45,-0.11,0.58,0.01
20010919,-1.18,0.36,-0.12,0.01
20010920,-2.9,0.27,0.17,0.01
20010921,-2.62,-0.5,0.85,0.01
20010924,3.38,-1.41,-0.79,0.01
20010925,1.15,-0.11,-0.22,0.01
20010926,-0.1,-0.16,0.03,0.01
20010927,0.68,-1.15,0.05,0.01
20010928,2.18,-0.36,0.23,0.01
20011001,-0.41,0.15,-0.11,0.01
20011002,1.02,-0.52,-0.12,0.01
20011003,1.11,-0.17,-0.36,0.01
20011004,1.17,0.38,-0.54,0.01
20011005,-0.01,0.07,-0.73,0.01
20011008,-0.4,0.28,-0.34,0.01
20011009,-0.84,0.15,0.04,0.01
20011010,1.69,-0.59,-0.69,0.01
20011011,1.4,0.27,-0.86,0.01
20011012,0.11,0.54,-0.52,0.01
20011015,-0.74,0.81,-0.06,0.01
20011016,0.72,-0.01,-0.25,0.01
20011017,-0.53,0.34,-0.18,0.01
20011018,-1.08,0.27,-0.13,0.01
20011019,-0.27,0.43,-0.21,0.01
20011022,0.87,-0.6,-0.4,0.01
20011023,0.61,-0.27,0.17,0.01
20011024,0.27,0.22,-0.35,0.01
20011025,0.28,0.48,-0.06,0.01
20011026,0.82,-0.13,-0.17,0.01
20011029,-1.52,1.21,0.39,0.01
20011030,-1.87,0.31,0.72,0.01
20011031,0.24,0.3,-0.19,0.01
20011101,1.4,-0.84,-0.4,0.01
20011102,0.2,-0.37,-0.15,0.01
20011105,1.26,-0.81,-0.12,0.01
20011106,0.83,-0.32,-0.26,0.01
20011107,-0.04,0.15,-0.03,0.01
20011108,0.58,-0.55,0.31,0.01
20011109,-0.32,0.01,0.04,0.01
20011112,-0.71,0.58,-0.01,0.01
20011113,1.35,-0.83,-0.48,0.01
20011114,0.37,0.48,-0.22,0.01
20011115,0.28,-0.31,-0.19,0.01
20011116,0.19,0.25,-0.22,0.01
20011119,0.95,0.05,-0.51,0.01
20011120,-0.7,0.46,0.35,0.01
20011121,-0.52,0.11,0.04,0.01
20011122,0.16,-0.1,-0.07,0.01
20011123,0.5,-0.08,0.12,0.01
20011126,0.8,0.18,-0.36,0.01
20011127,-0.57,0.59,0.29,0.01
20011128,-1.37,0.63,0.38,0.01
20011129,0.47,0.04,-0.05,0.01
20011130,0.33,0.02,-0.15,0.01
20011203,-1.06,-0.11,0.32,0.01
20011204,1.15,-0.29,-0.12,0.01
20011205,2.24,-0.75,-0.48,0.01
20011206,0.34,0.43,0.06,0.01
20011207,-0.94,0.64,-0.09,0.01
20011210,-1.51,0.88,-0.16,0.01
20011211,-0.14,0.02,-0.01,0.01
20011212,0.14,0.19,0.33,0.01
20011213,-1.74,0.5,0.41,0.01
20011214,0.13,-0.21,0.18,0.01
20011217,0.93,-0.8,0.02,0.01
20011218,0.49,-0.07,-0.29,0.01
20011219,-0.11,-0.59,0.05,0.01
20011220,-0.58,-0.11,0.52,0.01
20011221,0.28,0.14,-0.23,0.01
20011224,-0.29,0.04,0.29,0.01
20011225,-0.07,0.03,-0.01,0.01
20011226,0.28,0.06,-0.09,0.01
20011227,0.98,-0.34,0.04,0.01
20011228,0.74,0.11,0.22,0.01
20011231,-0.5,0.39,0.32,0.01
20020101,-0.02,0,0,0.01
20020102,0.34,0.2,-0.34,0.01
20020103,0.96,0.08,-0.29,0.01
20020104,0.74,-0.03,0.31,0.01
20020107,-0.59,0.28,0.47,0.01
20020108,-0.7,0.67,-0.26,0.01
20020109,-0.37,0.16,-0.2,0.01
20020110,-0.3,0.24,-0.25,0.01
20020111,-0.42,0.06,0.06,0.01
20020114,-1.01,0.11,0.24,0.01
20020115,0.1,-0.65,0.29,0.01
20020116,-1.29,0.19,0.43,0.01
20020117,0.74,-0.38,-0.16,0.01
20020118,-0.35,0.05,0.55,0.01
20020121,-0.19,0.29,0.31,0.01
20020122,-0.6,-0.14,0.06,0.01
20020123,0.27,-0.13,0.11,0.01
20020124,0.58,-0.29,0.07,0.01
20020125,-0.42,-0.2,0.27,0.01
20020128,0.32,-0.17,0.47,0.01
20020129,-1.85,1.35,0.32,0.01
20020130,0.01,-0.02,-0.05,0.01
20020131,0.98,-0.65,-0.35,0.01
20020201,-0.26,0.39,0.03,0.01
20020204,-1.46,0.6,0.58,0.01
20020205,-1.09,0.15,-0.14,0.01
20020206,-0.74,-0.17,0.16,0.01
20020207,0.24,-0.67,0.6,0.01
20020208,0.97,-0.36,0.22,0.01
20020211,1.3,-0.41,-0.2,0.01
20020212,0.04,0.57,-0.01,0.01
20020213,0.58,-0.29,-0.02,0.01
20020214,0.34,-0.32,0.09,0.01
20020215,-0.85,0.67,0.28,0.01
20020218,-0.26,0.06,0.17,0.01
20020219,-1.66,0.56,0.33,0.01
20020220,0.29,-0.15,-0.21,0.01
20020221,-0.29,-0.16,0.61,0.01
20020222,0.28,0.07,0.18,0.01
20020225,1.08,-1.07,-0.07,0.01
20020226,-0.02,0.17,0,0.01
20020227,0.82,-0.14,0.51,0.01
20020228,0.05,-0.02,0.39,0.01
20020301,1.56,-0.68,-0.23,0.01
20020304,2.49,-0.52,-0.15,0.01
20020305,-0.34,0.5,-0.07,0.01
20020306,1.13,-0.33,0.24,0.01
20020307,0.67,0.63,-0.12,0.01
20020308,0.32,0.05,-0.41,0.01
20020311,0.23,0.39,0.08,0.01
20020312,-0.72,0.11,0.23,0.01
20020313,-0.76,0.15,0.12,0.01
20020314,0.31,0.17,-0.1,0.01
20020315,0.94,-0.68,0.22,0.01
20020318,-0.02,0.2,0.06,0.01
20020319,0.44,-0.11,-0.05,0.01
20020320,-0.98,0.69,0.56,0.01
20020321,-0.08,0.5,-0.24,0.01
20020322,-0.5,0.14,-0.06,0.01
20020325,-1.09,0.5,0.22,0.01
20020326,0.3,-0.19,0.05,0.01
20020327,0.42,0.13,0.29,0.01
20020328,0.48,-0.32,-0.09,0.01
20020329,-0.19,0.03,-0.09,0.01
20020401,0.13,-0.04,-0.22,0.01
20020402,-0.57,0.14,0.63,0.01
20020403,-0.36,0.19,0.34,0.01
20020404,-0.2,0.26,0.27,0.01
20020405,-0.09,0.23,0.55,0.01
20020408,-0.32,0.3,0.37,0.01
20020409,-0.2,0.34,0.24,0.01
20020410,0.9,-0.15,0.06,0.01
20020411,-1.67,0.98,0.45,0.01
20020412,0.3,0.17,0.16,0.01
20020415,-0.11,-0.05,0.22,0.01
20020416,1.98,-0.66,0.08,0.01
20020417,0.38,0.03,0.22,0.01
20020418,-0.11,0.38,-0.19,0.01
20020419,0.09,-0.07,0.43,0.01
20020422,-0.93,0.51,0.19,0.01
20020423,-0.48,0.22,0.4,0.01
20020424,-0.31,0.25,0.3,0.01
20020425,-0.15,0.27,0.05,0.01
20020426,-0.78,0.49,0.23,0.01
20020429,-0.57,0.2,0.3,0.01
20020430,0.61,-0.28,0.35,0.01
20020501,0.71,-0.26,0.05,0.01
20020502,-0.29,0.27,0.59,0.01
20020503,-0.18,0.65,0.47,0.01
20020506,-1.05,0.24,0.41,0.01
20020507,-0.78,-0.29,0.43,0.01
20020508,2.16,-1.35,-1.21,0.01
20020509,-0.57,0.34,0.39,0.01
20020510,-0.95,0.59,0.33,0.01
20020513,0.93,-0.7,-0.27,0.01
20020514,1.13,-0.43,-0.48,0.01
20020515,0.49,0.22,0.23,0.01
20020516,0.24,-0.42,-0.14,0.01
20020517,0.8,0.12,-0.28,0.01
20020520,-0.6,0.49,0.45,0.01
20020521,-0.6,0.3,0.46,0.01
20020522,0.16,-0.2,0.2,0.01
20020523,0.39,-0.36,0.36,0.01
20020524,-0.55,0.05,0.76,0.01
20020527,-0.09,0.1,0.11,0.01
20020528,-0.38,0.68,0.01,0.01
20020529,-0.29,-0.14,0.24,0.01
20020530,-0.36,0.3,-0.05,0.01
20020531,0.1,-0.19,0.2,0.01
20020603,-1.07,0.4,0.72,0.01
20020604,-0.86,0.16,-0.13,0.01
20020605,0.25,-0.13,-0.4,0.01
20020606,-0.92,0.27,0.23,0.01
20020607,-0.6,0.33,0.5,0.01
20020610,0.05,-0.23,-0.31,0.01
20020611,-0.48,0.16,0.59,0.01
20020612,-0.57,-0.14,-0.03,0.01
20020613,-1.03,0.21,0.09,0.01
20020614,-0.91,0.43,-0.13,0.01
20020617,1.91,-1.51,-0.41,0.01
20020618,0.29,0.11,0.08,0.01
20020619,-1.42,0.32,0.43,0.01
20020620,-0.93,0.96,0.37,0.01
20020621,-0.76,1.1,0.76,0.01
20020624,-0.53,0.01,-0.05,0.01
20020625,0.04,0.01,0.27,0.01
20020626,-0.95,0.28,-0.52,0.01
20020627,1.57,-0.3,-0.67,0.01
20020628,1.4,-0.45,0.85,0.01
20020701,-1.07,-0.17,0.88,0.01
20020702,-2.14,0.27,0.56,0.01
20020703,-0.56,0.07,-0.06,0.01
20020704,0.31,-0.42,-0.08,0.01
20020705,2.74,-1.61,-0.63,0.01
20020708,-0.02,0.24,0.46,0.01
20020709,-1.14,1.04,0.97,0.01
20020710,-2.58,1.41,0.57,0.01
20020711,-1,-0.13,-0.12,0.01
20020712,-0.11,0.1,-0.21,0.01
20020715,-1.4,0.95,-0.27,0.01
20020716,-0.8,0.4,-0.1,0.01
20020717,0.94,-0.99,-0.37,0.01
20020718,-0.58,-0.02,0.76,0.01
20020719,-3.06,1.75,0.6,0.01
20020722,-3.11,1.64,0.31,0.01
20020723,-2.76,0.25,-0.72,0.01
20020724,2.16,-1.61,-0.7,0.01
20020725,0.79,-0.42,-0.03,0.01
20020726,-0.22,-1.12,-0.63,0.01
20020729,4.17,-2.36,-0.77,0.01
20020730,0.49,-0.07,-0.05,0.01
20020731,0.23,-1.08,-0.26,0.01
20020801,-2.22,1.74,0.76,0.01
20020802,-1.29,0.13,-0.18,0.01
20020805,-2.89,0.94,0.6,0.01
20020806,1.64,-1.82,-0.53,0.01
20020807,1.4,-0.44,-0.3,0.01
20020808,2.12,-2.09,-0.08,0.01
20020809,0.98,-0.46,0.27,0.01
20020812,-0.64,0.74,-0.2,0.01
20020813,-0.69,-0.15,0.49,0.01
20020814,1.22,-0.24,-0.64,0.01
20020815,1.6,-1.02,0.06,0.01
20020816,0.26,0.45,0.06,0.01
20020819,1.26,-1.29,-0.34,0.01
20020820,-0.85,0.87,0.26,0.01
20020821,1.11,-0.11,-0.05,0.01
20020822,0.9,-0.72,-0.18,0.01
20020823,-1.35,0.7,0.2,0.01
20020826,0.43,0.29,0.47,0.01
20020827,-0.08,-0.4,0.5,0.01
20020828,-2.2,0.93,0.15,0.01
20020829,-0.36,0.61,-0.04,0.01
20020830,0.07,-0.31,0.36,0.01
20020902,-0.55,0.22,0,0.01
20020903,-2.92,1.71,0.47,0.01
20020904,0.47,-0.49,-0.45,0.01
20020905,-0.9,-0.02,0.25,0.01
20020906,1.28,-0.88,-0.1,0.01
20020909,0.19,-0.11,-0.36,0.01
20020910,0.81,-0.8,-0.12,0.01
20020911,0.58,-0.6,0.01,0.01
20020912,-1.92,1.56,0.25,0.01
20020913,-0.97,0.18,-0.02,0.01
20020916,-0.24,-0.53,-0.13,0.01
20020917,-0.73,0.74,0.41,0.01
20020918,-1.14,0.45,-0.07,0.01
20020919,-1.61,0.68,0.67,0.01
20020920,-0.46,-0.27,0.12,0.01
20020923,-1.91,0.24,0.15,0.01
20020924,-1.28,0.57,-0.22,0.01
20020925,1.37,-0.69,-0.66,0.01
20020926,2.29,-1.43,0.4,0.01
20020927,-1.2,0.74,0.5,0.01
20020930,-1.84,1.57,-0.03,0.01
20021001,1.71,-2.01,-0.53,0.01
20021002,-0.6,-0.2,0.09,0.01
20021003,-1.05,0.38,-0.26,0.01
20021004,-1.92,0.45,-0.03,0.01
20021007,-1.9,-0.26,-0.4,0.01
20021008,0.28,-0.52,-0.75,0.01
20021009,-1.55,0.3,-0.59,0.01
20021010,2.02,-1.97,0.14,0.01
20021011,3.53,-1.91,-0.09,0.01
20021014,0.12,0.19,-0.8,0.01
20021015,4.22,-1.99,-0.03,0.01
20021016,-1.52,0.86,0.24,0.01
20021017,1.87,-0.48,-0.38,0.01
20021018,0.27,0.08,-0.23,0.01
20021021,1,-0.01,0.04,0.01
20021022,-1.03,0.3,-0.1,0.01
20021023,-0.22,0.78,0.45,0.01
20021024,-0.13,-0.12,0.27,0.01
20021025,0.84,0.06,-0.36,0.01
20021028,0.28,-0.05,0.25,0.01
20021029,-1.68,1.47,-0.21,0.01
20021030,1.27,-0.47,-0.05,0.01
20021031,0.29,0.06,-0.14,0.01
20021101,0.9,0.35,-0.24,0.01
20021104,1.46,-0.41,-0.29,0.01
20021105,0.71,-0.44,-0.03,0.01
20021106,0.44,0.59,-0.24,0.01
20021107,-1.51,0.91,0.08,0.01
20021108,-0.81,0.49,0.1,0.01
20021111,-1.75,0.03,0.2,0.01
20021112,0.87,-0.35,0.21,0.01
20021113,-0.44,0.13,-0.28,0.01
20021114,1.53,-0.95,-0.63,0.01
20021115,0.86,-0.58,0.04,0.01
20021118,-0.51,-0.14,0.06,0.01
20021119,-0.8,-0.45,0.04,0.01
20021120,1.08,0.07,-0.13,0.01
20021121,2.28,-0.7,-0.26,0.01
20021122,-0.1,0.52,0.29,0.01
20021125,0.15,0.84,0,0.01
20021126,-1.71,0.98,0.22,0.01
20021127,2.03,-0.99,-0.22,0.01
20021128,0.59,-0.06,0.23,0.01
20021129,-0.12,0.23,0.16,0.01
20021202,-0.1,0.38,0.01,0.01
20021203,-1.34,0.52,0.21,0.01
20021204,-0.52,-0.24,0.12,0.01
20021205,-1.01,0.57,0.35,0.01
20021206,0.48,-0.21,0.14,0.01
20021209,-1.78,0.5,0.4,0.01
20021210,0.73,-0.41,0.18,0.01
20021211,0.3,-0.33,0.13,0.01
20021212,-0.14,0.54,0.29,0.01
20021213,-0.97,0.29,0.44,0.01
20021216,1.61,-1.53,-0.19,0.01
20021217,-0.52,0.21,0.46,0.01
20021218,-1.42,0.19,0.18,0.01
20021219,-0.4,0.36,0.26,0.01
20021220,0.95,-0.55,-0.04,0.01
20021223,0.15,0.03,-0.07,0.01
20021224,-0.08,0.14,-0.03,0.01
20021225,0.01,0.09,0.04,0.01
20021226,0.26,0.42,0.23,0.01
20021227,-1.29,1.32,0.23,0.01
20021230,0.52,-0.54,0.18,0.01
20021231,0.31,-0.04,0.15,0.01
20030101,-0.01,0,-0.01,0
20030102,2.02,-1.4,-0.36,0
20030103,0.43,-0.03,0,0
20030106,1.55,-0.48,0.08,0
20030107,-0.89,0.34,-0.27,0
20030108,-0.89,0.59,0.22,0
20030109,1.11,-0.44,-0.44,0
20030110,0.36,0.07,0.08,0
20030113,-0.05,0.12,0.16,0
20030114,0.61,-0.1,0.22,0
20030115,-0.85,0.76,0.58,0
20030116,0.01,0.11,0.3,0
20030117,-1.19,0.6,0.3,0
20030120,-0.41,0.36,0.09,0
20030121,-0.82,0.56,0.25,0
20030122,-1.08,0.47,0.01,0
20030123,0.52,0.02,-0.12,0
20030124,-1.48,0.94,0.43,0
20030127,-1.98,0.66,0.07,0
20030128,0.37,-0.35,-0.37,0
20030129,0.26,-0.41,-0.45,0
20030130,-0.66,-0.05,0.08,0
20030131,0.42,-0.52,-0.04,0
20030203,0.85,-0.7,0.21,0
20030204,-1.11,1.48,0.3,0
20030205,-0.17,-0.45,0.33,0
20030206,-0.81,0.6,0.1,0
20030207,-0.87,0.13,0.09,0
20030210,-0.18,-0.19,0.11,0
20030211,0.27,-0.29,-0.04,0
20030212,-1.01,0.54,0.46,0
20030213,0.04,0.17,0.19,0
20030214,1.32,-1.03,-0.26,0
20030217,0.38,-0.33,0.24,0
20030218,1.25,-0.44,-0.34,0
20030219,-0.71,0.66,0.02,0
20030220,-0.44,0.64,0.09,0
20030221,0.49,-0.57,-0.18,0
20030224,-0.98,0.62,0.24,0
20030225,-0.81,0.25,-0.2,0
20030226,-0.65,0.4,0.25,0
20030227,0.58,-0.56,-0.06,0
20030228,0.74,-0.51,0.1,0
20030303,0.13,0.21,0.41,0
20030304,-1.19,1,0.2,0
20030305,0.26,-0.32,0.1,0
20030306,-0.86,0.24,0.15,0
20030307,-0.29,-0.29,-0.23,0
20030310,-1.91,0.8,0.02,0
20030311,-0.79,0.07,-0.1,0
20030312,-0.68,0.31,-0.45,0
20030313,2.36,-1.91,-0.64,0
20030314,1.19,-0.94,-0.12,0
20030317,2.1,-1.71,-0.84,0
20030318,0.55,0.41,-0.14,0
20030319,0.51,-0.75,-0.3,0
20030320,0.46,0.25,0.26,0
20030321,1.54,-1.25,-0.41,0
20030324,-2.16,2.06,0.81,0
20030325,0.79,-0.38,-0.26,0
20030326,0.06,0.3,-0.11,0
20030327,-0.51,0.67,0.07,0
20030328,-0.12,0.32,0.26,0
20030331,-1.64,1.26,0.22,0
20030401,0.94,-0.66,0.15,0
20030402,1.88,-1.09,-0.62,0
20030403,-0.13,0.15,-0.27,0
20030404,0.3,-0.47,0.39,0
20030407,1.18,-0.33,0.37,0
20030408,-0.54,0.39,-0.17,0
20030409,-0.58,0.72,0.23,0
20030410,-0.16,0.27,0.13,0
20030411,-0.22,0.11,0,0
20030414,1.21,-0.55,-0.22,0
20030415,1.04,-0.35,-0.01,0
20030416,-0.41,0.97,0.16,0
20030417,0.87,-0.3,-0.24,0
20030418,0.01,0.09,-0.04,0
20030421,-0.04,0.36,0.11,0
20030422,1.5,-0.5,-0.11,0
20030423,0.85,-0.23,-0.29,0
20030424,-0.57,0.72,-0.23,0
20030425,-1.14,0.64,0.23,0
20030428,1.25,-0.71,-0.36,0
20030429,0.49,0.32,-0.21,0
20030430,0.71,0.36,0.29,0
20030501,0.14,0.53,-0.01,0
20030502,1.01,0.06,-0.3,0
20030505,0.39,0.53,-0.02,0
20030506,1.51,-0.34,0.28,0
20030507,-0.54,0.45,0.2,0
20030508,-0.98,0.82,0.02,0
20030509,1.07,-0.23,-0.16,0
20030512,1.05,0.09,-0.16,0
20030513,-0.06,0.32,0.23,0
20030514,-0.06,0.32,0.12,0
20030515,0.31,-0.27,-0.16,0
20030516,0.46,-0.24,0.5,0
20030519,-1.97,1.12,0.1,0
20030520,0.31,-0.08,0.2,0
20030521,-0.39,-0.06,0.08,0
20030522,1.13,-0.3,-0.25,0
20030523,0.56,0.26,0.48,0
20030526,0.07,0.1,0.11,0
20030527,0.85,-0.19,-0.89,0
20030528,0.53,-0.16,-0.11,0
20030529,0.55,0.47,0.16,0
20030530,0.5,-0.21,-0.01,0
20030602,0.95,-0.34,0.36,0
20030603,-0.11,0.09,-0.25,0
20030604,1.02,-0.16,-0.17,0
20030605,0.92,0.91,-0.25,0
20030606,0.07,-0.22,-0.19,0
20030609,-0.87,0.3,0.25,0
20030610,0.52,-0.05,-0.03,0
20030611,1.34,-0.38,0.11,0
20030612,0.38,0.14,-0.04,0
20030613,-0.49,0.43,0.16,0
20030616,1.26,-0.68,-0.48,0
20030617,0.41,-0.09,-0.26,0
20030618,-0.06,0.04,-0.03,0
20030619,-1.12,0.34,0.56,0
20030620,-0.13,-0.24,0.13,0
20030623,-1.26,0.35,0.4,0
20030624,-0.47,-0.09,0.02,0
20030625,-0.1,0.71,0.27,0
20030626,0.14,-0.02,-0.33,0
20030627,-0.19,0.47,0.43,0
20030630,-0.14,0.4,0.06,0
20030701,0.21,0.24,-0.03,0
20030702,1.59,0.02,0.3,0
20030703,-0.25,-0.07,-0.17,0
20030704,-0.13,0.24,0.07,0
20030707,1.39,-0.7,0.39,0
20030708,0.32,0.34,0.18,0
20030709,-0.19,0.7,0.22,0
20030710,-0.96,0.64,-0.29,0
20030711,0.2,-0.3,0.09,0
20030714,0.88,-0.1,0.4,0
20030715,-0.66,0.14,0.22,0
20030716,-0.39,0.27,-0.08,0
20030717,-1.33,-0.34,-0.37,0
20030718,0.81,-0.3,0.17,0
20030721,-0.74,0.59,-0.18,0
20030722,0.38,-0.21,0.03,0
20030723,0.72,0.57,-0.44,0
20030724,0.19,0.01,0.33,0
20030725,0.75,-0.33,-0.04,0
20030728,0.4,0.26,0.43,0
20030729,-0.6,0.5,0.19,0
20030730,-0.47,0.14,-0.05,0
20030731,0.12,-0.12,0.08,0
20030801,-0.58,0.52,0.21,0
20030804,-0.05,-0.06,-0.25,0
20030805,-0.7,0.25,0.06,0
20030806,-0.6,-0.25,-0.04,0
20030807,0.55,-0.23,-0.25,0
20030808,0.26,-0.35,-0.01,0
20030811,0.72,0.3,-0.02,0
20030812,0.62,-0.06,0.25,0
20030813,0.15,0.46,0.3,0
20030814,0.65,-0.24,0.26,0
20030815,0.12,0.12,-0.03,0
20030818,0.61,0.17,0.33,0
20030819,0.53,0.49,0.29,0
20030820,-0.01,0.4,0.08,0
20030821,0.14,0.15,0.18,0
20030822,-0.59,0.05,-0.02,0
20030825,-0.31,0.17,-0.17,0
20030826,-0.1,0.17,-0.05,0
20030827,0.33,0.21,0.02,0
20030828,0.44,0.04,-0.04,0
20030829,0.55,0.3,0.14,0
20030901,0.68,-0.14,0.17,0
20030902,0.4,-0.09,-0.06,0
20030903,0.95,0.02,0.23,0
20030904,0.22,0.16,-0.22,0
20030905,-0.06,0.22,0.07,0
20030908,0.62,-0.02,-0.02,0
20030909,-0.14,0.48,-0.24,0
20030910,-1.08,0.1,-0.53,0
20030911,0.19,0.15,0.14,0
20030912,0.4,0.21,0.06,0
20030915,-0.1,0.09,0.01,0
20030916,1.06,-0.41,0.23,0
20030917,0.43,0.31,0.02,0
20030918,0.89,-0.45,0.19,0
20030919,0.09,0.9,0.11,0
20030922,-1.03,0.82,0.04,0
20030923,0.19,0.16,-0.07,0
20030924,-0.66,0.25,0.05,0
20030925,-1,-0.65,-0.11,0
20030926,-0.64,-0.25,0.14,0
20030929,0.69,0.24,-0.07,0
20030930,-0.74,0.6,-0.02,0
